"","ageyrs_r","sex","student_r","area","educate_r","currmarr_r","sexp1yr","SEScat"
"13297","19","male","no","0","1","0"," 2","0"
"13298","19","male","yes","0","1","0"," 1","1"
"13299","15","male","no","2","1","0"," 5","0"
"13300","18","male","yes","0","1","0"," 1","3"
"13301","15","male","no","2","0","0"," 3","0"
"13302","19","male","yes","0","1","0"," 1","2"
"13303","18","male","no","0","1","0","15","3"
"13304","15","male","yes","0","1","0"," 0","3"
"13305","17","male","no","0","1","0"," 1","3"
"13306","19","male","yes","0","1","0"," 1","1"
"13307","15","male","yes","2","1","0"," 3","3"
"13308","19","male","no","0","1","0"," 3","1"
"13309","17","male","yes","0","1","0"," 0","1"
"13310","16","male","no","2","1","0"," 9","1"
"13311","16","male","yes","0","1","0"," 0","3"
"13312","17","male","yes","1","1","0"," 0","3"
"13313","19","male","yes","0","1","0"," 0","0"
"13314","17","male","yes","1","1","0"," 0","3"
"13315","18","male","no","0","1","0"," 2","1"
"13316","19","male","no","0","1","0"," 2","3"
"13317","16","male","yes","0","1","0"," 1","1"
"13318","16","male","yes","0","1","0"," 0","1"
"13319","16","male","yes","0","1","0"," 0","3"
"13320","18","male","yes","0","1","0","10","1"
"13321","16","male","yes","0","1","0"," 0","0"
"13322","17","male","yes","0","1","0"," 0","2"
"13323","16","male","yes","0","1","0"," 0","3"
"13324","19","male","no","1","1","0"," 2","1"
"13325","17","male","yes","0","1","0"," 0","3"
"13326","18","male","no","2","1","0"," 1","1"
"13327","18","male","no","2","1","0"," 2","2"
"13328","15","male","yes","0","1","0"," 0","0"
"13329","18","male","yes","0","1","0"," 1","3"
"13330","17","male","yes","0","1","0"," 0","2"
"13331","17","male","yes","0","1","0"," 0","2"
"13332","15","male","yes","1","1","0"," 0","3"
"13333","18","male","no","0","1","0"," 2","0"
"13334","19","male","no","0","1","0"," 3","0"
"13335","16","male","yes","0","1","0"," 0","0"
"13336","16","male","yes","2","1","0"," 0","0"
"13337","18","male","yes","0","1","0","22","2"
"13338","17","male","no","0","1","0"," 2","0"
"13339","18","male","yes","1","1","0","10","2"
"13340","15","male","yes","1","1","0"," 0","2"
"13341","15","male","yes","2","1","0"," 1","0"
"13342","17","male","yes","0","1","0"," 0","1"
"13343","17","male","yes","1","1","0"," 0","3"
"13344","16","male","yes","0","1","0"," 0","0"
"13345","15","male","no","0","1","0"," 1","3"
"13346","19","male","yes","0","1","0","17","3"
"13347","18","male","no","0","1","0","13","0"
"13348","18","male","no","0","1","0"," 0","0"
"13349","18","male","yes","1","1","0"," 7","3"
"13350","17","male","yes","0","1","0"," 0","2"
"13351","19","male","yes","1","1","0"," 1","3"
"13352","19","male","no","0","1","0"," 2","3"
"13353","18","male","no","0","1","0"," 3","2"
"13354","16","male","no","1","1","0"," 1","2"
"13355","18","male","no","1","1","0","20","2"
"13356","17","male","no","1","1","0","20","2"
"13357","16","male","yes","1","1","0"," 0","3"
"13358","15","male","no","0","1","0"," 2","3"
"13359","18","male","no","0","1","1"," 1","1"
"13360","19","male","no","1","1","1"," 3","1"
"13361","16","male","yes","0","1","0"," 0","2"
"13362","16","male","yes","1","1","0"," 0","2"
"13363","16","male","yes","0","1","0"," 0","3"
"13364","16","male","yes","0","1","0"," 0","3"
"13365","18","male","no","0","1","0"," 0","3"
"13366","19","male","no","2","1","0","15","0"
"13367","15","male","no","1","1","0","20","2"
"13368","19","male","no","0","1","0"," 1","1"
"13369","17","male","yes","1","1","0"," 0","3"
"13370","16","male","no","0","1","0"," 1","0"
"13371","19","male","yes","0","1","0"," 1","3"
"13372","16","male","yes","0","1","0"," 0","2"
"13373","19","male","yes","0","1","0"," 1","3"
"13374","16","male","no","1","1","0"," 3","3"
"13375","16","male","yes","1","1","0"," 0","2"
"13376","16","male","no","0","1","0","18","1"
"13377","18","male","yes","1","1","0"," 7","3"
"13378","18","male","yes","1","1","0"," 1","0"
"13379","16","male","yes","0","1","0"," 1","3"
"13380","15","male","no","0","1","0","16","2"
"13381","16","male","yes","1","1","0"," 0","2"
"13382","16","male","yes","1","1","0"," 0","3"
"13383","17","male","yes","1","1","0"," 0","3"
"13384","15","male","yes","0","1","0"," 0","2"
"13385","15","male","yes","0","1","0"," 0","2"
"13386","16","male","no","2","1","0","30","3"
"13387","19","male","no","2","1","0"," 1","0"
"13388","17","male","no","1","1","0"," 0","2"
"13389","18","male","yes","0","1","0","17","0"
"13390","16","male","no","0","1","0"," 3","2"
"13391","18","male","yes","2","1","0"," 1","3"
"13392","15","male","no","0","1","0","18","1"
"13393","18","male","yes","1","1","0"," 7","3"
"13394","15","male","yes","0","1","0"," 0","2"
"13395","19","male","no","0","1","0"," 2","0"
"13396","17","male","yes","1","1","0"," 0","3"
"13397","15","male","yes","2","1","0"," 1","2"
"13398","17","male","yes","0","1","0"," 0","2"
"13399","19","male","no","1","1","0"," 1","3"
"13400","18","male","yes","0","1","0","17","3"
"13401","15","male","yes","0","1","0"," 0","2"
"13402","19","male","yes","0","1","0"," 0","1"
"13403","18","male","yes","0","1","0","10","1"
"13404","18","male","no","1","1","0"," 1","1"
"13405","15","male","yes","0","1","0"," 0","1"
"13406","19","male","no","0","1","0"," 1","2"
"13407","17","male","yes","0","1","0"," 1","2"
"13408","18","male","no","2","1","0"," 1","2"
"13409","16","male","yes","0","1","0"," 0","1"
"13410","18","male","no","0","1","0"," 1","0"
"13411","18","male","yes","1","1","0"," 7","3"
"13412","17","male","yes","2","1","0"," 1","3"
"13413","19","male","no","0","0","1"," 1","0"
"13414","16","male","no","0","1","0"," 2","2"
"13415","15","male","yes","0","1","0"," 0","0"
"13416","19","male","no","2","1","0"," 3","3"
"13417","19","male","no","0","1","0","17","3"
"13418","19","male","yes","0","1","0","17","3"
"13419","19","male","no","0","1","0"," 1","1"
"13420","15","male","yes","0","1","0"," 0","3"
"13421","16","male","yes","0","1","0"," 0","3"
"13422","17","male","yes","1","1","0"," 0","3"
"13423","19","male","yes","0","1","0","17","3"
"13424","16","male","yes","1","1","0"," 2","3"
"13425","18","male","yes","0","1","0","22","2"
"13426","18","male","no","0","1","0","18","1"
"13427","18","male","yes","0","1","0"," 0","0"
"13428","19","male","no","1","1","0","20","3"
"13429","18","male","no","0","1","0"," 1","0"
"13430","18","male","no","0","1","0"," 3","0"
"13431","19","male","no","0","1","0","16","2"
"13432","16","male","no","0","1","0","16","2"
"13433","16","male","no","0","1","0","17","3"
"13434","18","male","no","0","1","0","15","3"
"13435","16","male","yes","0","1","0"," 0","3"
"13436","17","male","yes","0","1","0"," 0","1"
"13437","17","male","no","0","1","0","17","3"
"13438","15","male","no","0","1","0","17","3"
"13439","17","male","no","1","1","0"," 1","2"
"13440","17","male","yes","0","1","0"," 0","2"
"13441","15","male","yes","0","1","0"," 9","1"
"13442","18","male","yes","1","1","0"," 7","3"
"13443","18","male","no","0","1","0","15","3"
"13444","16","male","yes","0","1","0"," 0","2"
"13445","15","male","yes","0","1","0"," 0","1"
"13446","19","male","no","0","1","0"," 2","2"
"13447","18","male","no","1","1","0"," 1","1"
"13448","18","male","no","1","1","0"," 1","0"
"13449","16","male","yes","0","1","0"," 0","3"
"13450","15","male","yes","0","1","0"," 9","1"
"13451","17","male","no","0","1","0"," 1","0"
"13452","17","male","yes","0","1","0"," 1","1"
"13453","16","male","yes","1","1","0"," 0","2"
"13454","19","male","no","1","1","0"," 2","2"
"13455","18","male","no","0","1","0"," 1","0"
"13456","15","male","no","1","1","0"," 2","3"
"13457","17","male","yes","0","1","0"," 0","0"
"13458","17","male","no","0","1","0","17","3"
"13459","15","male","yes","1","1","0"," 0","3"
"13460","17","male","no","0","1","0"," 9","2"
"13461","15","male","yes","1","1","0"," 0","3"
"13462","16","male","no","0","1","0","16","2"
"13463","19","male","yes","0","1","0"," 0","1"
"13464","18","male","yes","1","1","0"," 7","3"
"13465","18","male","no","0","1","0"," 6","3"
"13466","15","male","yes","0","1","0"," 1","2"
"13467","16","male","yes","0","1","0"," 0","2"
"13468","17","male","no","0","1","0","18","0"
"13469","18","male","no","0","1","0"," 4","3"
"13470","17","male","no","2","1","0"," 4","0"
"13471","15","male","yes","0","1","0"," 0","0"
"13472","16","male","yes","0","1","0"," 0","1"
"13473","16","male","no","0","1","0"," 1","1"
"13474","16","male","no","0","1","0","12","0"
"13475","16","male","yes","0","1","0"," 0","3"
"13476","19","male","no","0","1","0"," 8","0"
"13477","15","male","yes","2","1","0"," 1","0"
"13478","17","male","yes","1","1","0"," 0","3"
"13479","17","male","no","0","1","0"," 1","0"
"13480","18","male","no","0","1","0"," 1","0"
"13481","17","male","no","1","1","0"," 8","3"
"13482","18","male","no","1","1","0"," 1","3"
"13483","16","male","yes","2","1","0"," 1","2"
"13484","17","male","yes","0","1","0"," 0","1"
"13485","17","male","no","0","1","0"," 2","1"
"13486","17","male","yes","1","1","0"," 1","1"
"13487","16","male","yes","0","1","0"," 0","0"
"13488","16","male","no","0","1","0","18","1"
"13489","18","male","no","1","1","0"," 1","0"
"13490","15","male","yes","0","1","0"," 0","2"
"13491","16","male","yes","0","1","0"," 0","0"
"13492","18","male","no","0","1","0"," 1","2"
"13493","17","male","no","1","0","0"," 0","2"
"13494","19","male","no","2","1","0"," 7","2"
"13495","18","male","yes","0","1","0"," 1","3"
"13496","18","male","no","0","1","0","13","0"
"13497","18","male","no","0","1","0","16","2"
"13498","15","male","yes","0","1","0"," 0","0"
"13499","17","male","no","0","1","0"," 1","1"
"13500","18","male","no","0","1","0","15","3"
"13501","18","male","no","0","1","0","13","0"
"13502","19","male","no","0","1","0"," 8","0"
"13503","18","male","no","0","1","0"," 5","3"
"13504","17","male","no","0","1","0"," 2","2"
"13505","16","male","yes","0","1","0"," 0","1"
"13506","17","male","yes","1","1","0"," 0","3"
"13507","17","male","yes","0","1","0"," 1","1"
"13508","18","male","yes","1","1","0"," 7","3"
"13509","17","male","no","0","1","0"," 1","3"
"13510","17","male","yes","0","1","0"," 0","3"
"13511","15","male","yes","0","1","0"," 0","0"
"13512","16","male","no","1","1","0"," 0","1"
"13513","16","male","yes","0","1","0"," 0","3"
"13514","16","male","yes","1","1","0"," 0","2"
"13515","18","male","no","0","1","0"," 2","3"
"13516","17","male","yes","0","1","0"," 1","0"
"13517","17","male","no","1","1","0"," 4","0"
"13518","15","male","yes","0","1","0"," 0","3"
"13519","18","male","no","0","1","0"," 2","1"
"13520","18","male","yes","0","1","0"," 1","3"
"13521","18","male","no","0","0","0"," 1","0"
"13522","15","male","yes","0","1","0"," 9","1"
"13523","18","male","no","0","1","0","13","0"
"13524","15","male","yes","0","1","0"," 0","3"
"13525","15","male","no","0","1","0","17","3"
"13526","15","male","yes","0","1","0"," 9","1"
"13527","15","male","yes","0","1","0"," 0","2"
"13528","17","male","yes","0","1","0"," 0","2"
"13529","19","male","yes","0","1","0"," 1","0"
"13530","18","male","no","0","1","0","16","2"
"13531","15","male","no","1","1","0"," 4","0"
"13532","18","male","yes","0","1","0","10","1"
"13533","18","male","no","2","1","0","30","1"
"13534","19","male","no","1","1","0","20","2"
"13535","18","male","no","0","1","0"," 1","1"
"13536","19","male","no","0","1","1"," 1","3"
"13537","16","male","yes","0","1","0"," 1","3"
"13538","17","male","no","1","1","0"," 1","3"
"13539","16","male","yes","0","1","0"," 0","2"
"13540","19","male","no","0","1","0"," 2","1"
"13541","16","male","yes","2","1","0"," 1","2"
"13542","19","male","no","1","1","0"," 3","0"
"13543","19","male","no","0","1","0"," 2","0"
"13544","16","male","yes","2","1","0"," 1","2"
"13545","16","male","no","0","1","0"," 6","0"
"13546","19","male","no","0","1","0"," 1","3"
"13547","17","male","no","0","1","0","17","3"
"13548","17","male","yes","0","1","0"," 0","2"
"13549","18","male","no","0","1","0"," 1","2"
"13550","19","male","yes","1","1","0","20","0"
"13551","17","male","no","0","1","0"," 0","0"
"13552","19","male","no","0","1","0"," 1","2"
"13553","16","male","yes","1","1","0"," 0","0"
"13554","17","male","no","2","0","0"," 2","0"
"13555","18","male","yes","0","1","0","10","1"
"13556","15","male","yes","0","1","0"," 3","3"
"13557","15","male","yes","0","1","0"," 0","1"
"13558","15","male","yes","0","1","0"," 9","1"
"13559","16","male","no","0","1","0"," 1","0"
"13560","15","male","yes","0","1","0"," 0","2"
"13561","16","male","yes","0","1","0"," 2","0"
"13562","17","male","no","0","1","0","18","0"
"13563","16","male","yes","1","1","0"," 0","1"
"13564","18","male","no","1","1","0"," 2","3"
"13565","16","male","yes","0","1","0"," 1","0"
"13566","17","male","yes","0","1","0"," 0","1"
"13567","15","male","yes","0","1","0"," 0","3"
"13568","18","male","no","1","1","0"," 1","1"
"13569","16","male","yes","0","1","0"," 0","1"
"13570","19","male","no","0","1","0","16","2"
"13571","18","male","no","0","1","0"," 7","1"
"13572","15","male","no","0","1","0"," 3","3"
"13573","19","male","yes","1","1","0"," 1","3"
"13574","19","male","no","0","1","0"," 8","0"
"13575","15","male","yes","1","1","0"," 0","3"
"13576","18","male","no","0","1","0","18","1"
"13577","16","male","yes","0","1","0"," 0","3"
"13578","17","male","yes","1","1","0"," 0","3"
"13579","19","male","yes","0","1","0"," 1","1"
"13580","19","male","yes","1","1","0"," 4","0"
"13581","19","male","no","0","1","0"," 2","1"
"13582","16","male","yes","0","1","0"," 1","3"
"13583","19","male","yes","0","1","0","17","3"
"13584","15","male","no","2","1","0","30","3"
"13585","19","male","no","0","1","0","11","1"
"13586","19","male","no","0","1","0"," 1","3"
"13587","17","male","yes","0","1","0"," 0","3"
"13588","17","male","yes","0","1","0"," 0","3"
"13589","16","male","yes","1","1","0"," 0","3"
"13590","18","male","no","0","1","0","15","3"
"13591","15","male","yes","0","1","0"," 9","1"
"13592","15","male","yes","0","1","0"," 0","3"
"13593","17","male","yes","2","1","0"," 1","1"
"13594","15","male","yes","0","1","0"," 0","3"
"13595","17","male","yes","1","1","0"," 0","3"
"13596","15","male","yes","1","1","0"," 1","2"
"13597","15","male","yes","0","1","0"," 1","1"
"13598","15","male","yes","0","1","0"," 9","1"
"13599","17","male","no","0","1","0","18","0"
"13600","17","male","no","0","1","0"," 2","0"
"13601","18","male","no","0","1","0","13","0"
"13602","17","male","no","1","1","0"," 1","3"
"13603","16","male","yes","0","1","0"," 0","2"
"13604","19","male","no","0","1","0"," 1","2"
"13605","18","male","no","0","1","0","15","3"
"13606","17","male","no","2","0","0"," 1","0"
"13607","18","male","yes","0","1","0"," 0","0"
"13608","18","male","no","0","1","0","16","2"
"13609","16","male","yes","1","1","0"," 0","3"
"13610","16","male","no","0","1","0","17","3"
"13611","18","male","no","0","1","0"," 1","0"
"13612","17","male","no","2","1","0"," 5","2"
"13613","15","male","yes","0","1","0"," 2","3"
"13614","16","male","no","0","1","0"," 2","0"
"13615","16","male","yes","0","1","0"," 0","3"
"13616","18","male","no","0","1","0","13","0"
"13617","17","male","yes","0","1","0"," 0","3"
"13618","15","male","yes","1","1","0"," 2","2"
"13619","19","male","yes","0","1","0"," 1","3"
"13620","19","male","no","0","1","0"," 1","1"
"13621","18","male","no","0","1","0","18","1"
"13622","19","male","no","2","1","0"," 2","3"
"13623","16","male","no","0","1","0"," 1","1"
"13624","17","male","no","0","1","0"," 1","2"
"13625","17","male","yes","1","1","0"," 0","3"
"13626","17","male","yes","0","1","0"," 0","3"
"13627","17","male","no","1","1","0"," 7","0"
"13628","15","male","no","2","1","0"," 7","2"
"13629","15","male","no","1","1","0"," 4","1"
"13630","18","male","yes","1","1","0"," 7","3"
"13631","19","male","no","0","1","0"," 2","3"
"13632","16","male","yes","0","1","0"," 0","3"
"13633","17","male","no","0","1","1"," 1","2"
"13634","16","male","yes","0","1","0"," 0","0"
"13635","17","male","yes","1","1","0"," 0","3"
"13636","16","male","no","0","1","0"," 1","2"
"13637","18","male","no","0","1","0"," 1","0"
"13638","17","male","no","0","1","0"," 2","2"
"13639","18","male","yes","1","1","0","15","1"
"13640","17","male","no","0","1","0"," 3","2"
"13641","16","male","yes","0","1","0"," 0","3"
"13642","19","male","yes","0","1","0","17","3"
"13643","15","male","yes","0","1","0"," 0","1"
"13644","17","male","yes","0","1","0"," 0","3"
"13645","16","male","yes","1","1","0"," 0","3"
"13646","18","male","no","0","0","0"," 0","0"
"13647","15","male","no","0","1","0","17","3"
"13648","18","male","yes","0","1","0","10","1"
"13649","18","male","yes","0","1","0","22","2"
"13650","19","male","no","0","1","0"," 1","0"
"13651","19","male","no","0","1","0","11","1"
"13652","17","male","no","1","1","0"," 1","3"
"13653","15","male","yes","0","1","0"," 0","2"
"13654","19","male","no","0","1","0"," 8","0"
"13655","17","male","yes","0","1","0"," 0","2"
"13656","19","male","no","0","1","1"," 2","1"
"13657","17","male","yes","0","1","0"," 0","2"
"13658","15","male","yes","0","1","0"," 0","3"
"13659","15","male","yes","1","1","0"," 0","3"
"13660","19","male","yes","1","1","0","20","3"
"13661","16","male","yes","0","1","0"," 0","1"
"13662","19","male","no","1","1","0","20","3"
"13663","19","male","no","0","1","0"," 1","1"
"13664","16","male","yes","0","1","0"," 0","1"
"13665","17","male","yes","0","1","0"," 0","3"
"13666","17","male","yes","0","1","0"," 0","3"
"13667","16","male","yes","0","1","0"," 0","3"
"13668","19","male","no","0","1","0"," 2","2"
"13669","19","male","yes","0","1","0"," 2","3"
"13670","17","male","no","0","1","0"," 2","0"
"13671","19","male","yes","0","1","0","17","3"
"13672","18","male","no","2","1","0"," 2","0"
"13673","17","male","yes","0","1","0"," 0","3"
"13674","18","male","yes","2","1","0"," 1","3"
"13675","17","male","yes","0","1","0"," 0","2"
"13676","16","male","yes","0","1","0"," 0","3"
"13677","17","male","yes","1","1","0"," 0","2"
"13678","16","male","no","0","1","0","18","1"
"13679","16","male","no","0","1","0"," 1","0"
"13680","16","male","yes","0","1","0"," 0","3"
"13681","18","male","no","0","1","1"," 5","1"
"13682","15","male","no","0","1","0"," 0","1"
"13683","17","male","no","0","1","0"," 1","1"
"13684","15","male","yes","0","1","0"," 0","2"
"13685","15","male","yes","0","1","0"," 0","0"
"13686","15","male","yes","0","1","0"," 9","1"
"13687","18","male","no","0","1","0"," 1","0"
"13688","18","male","yes","0","1","0"," 1","3"
"13689","16","male","yes","1","1","0"," 0","3"
"13690","19","male","yes","0","1","0"," 3","2"
"13691","15","male","no","0","1","0","17","3"
"13692","15","male","yes","0","1","0"," 0","3"
"13693","18","male","no","0","1","0"," 1","2"
"13694","15","male","yes","0","1","0"," 0","3"
"13695","17","male","yes","0","1","0"," 0","3"
"13696","18","male","no","1","1","0"," 8","1"
"13697","15","male","yes","2","1","0"," 3","3"
"13698","19","male","no","1","1","0"," 1","3"
"13699","18","male","yes","0","1","0","17","3"
"13700","17","male","no","0","0","0"," 0","3"
"13701","16","male","no","0","1","0","16","2"
"13702","19","male","no","0","1","0"," 0","2"
"13703","16","male","no","0","1","0"," 1","0"
"13704","18","male","yes","0","1","0","17","3"
"13705","18","male","no","0","1","0"," 1","3"
"13706","15","male","yes","0","1","0"," 1","0"
"13707","16","male","no","2","1","0","15","0"
"13708","19","male","no","0","1","0"," 2","2"
"13709","17","male","yes","0","1","0"," 4","2"
"13710","17","male","yes","0","1","0"," 0","3"
"13711","19","male","no","0","1","0"," 1","2"
"13712","19","male","no","0","1","0"," 8","0"
"13713","17","male","yes","0","1","0"," 0","3"
"13714","18","male","no","0","1","0","18","1"
"13715","19","male","yes","0","1","0"," 1","3"
"13716","18","male","no","0","1","1"," 1","0"
"13717","16","male","no","0","1","0"," 3","2"
"13718","16","male","yes","0","1","0"," 0","3"
"13719","18","male","no","1","1","0","20","2"
"13720","18","male","yes","0","1","0"," 1","3"
"13721","18","male","no","0","1","0"," 0","3"
"13722","17","male","no","0","1","0"," 0","0"
"13723","19","male","yes","0","1","0"," 2","2"
"13724","19","male","no","1","1","0"," 1","2"
"13725","19","male","yes","0","1","0"," 0","0"
"13726","18","male","yes","0","1","0","10","1"
"13727","15","male","yes","0","1","0"," 0","3"
"13728","19","male","no","0","1","0"," 2","3"
"13729","19","male","no","0","1","1"," 1","1"
"13730","19","male","no","1","1","0"," 1","0"
"13731","15","male","no","1","1","0"," 7","3"
"13732","15","male","yes","0","1","0"," 1","3"
"13733","17","male","no","1","1","0"," 8","3"
"13734","19","male","no","2","1","0","15","0"
"13735","17","male","yes","0","1","0"," 0","0"
"13736","19","male","no","1","1","0"," 1","3"
"13737","16","male","yes","1","1","0"," 0","3"
"13738","15","male","no","0","1","0","10","0"
"13739","19","male","no","0","1","0"," 8","0"
"13740","18","male","no","1","1","0"," 1","2"
"13741","18","male","no","0","1","0","16","2"
"13742","18","male","no","0","1","0","18","1"
"13743","18","male","no","0","1","0"," 0","0"
"13744","15","male","yes","0","1","0"," 0","3"
"13745","15","male","no","0","1","0"," 0","1"
"13746","18","male","no","0","1","0","15","3"
"13747","19","male","yes","0","1","0"," 1","3"
"13748","19","male","no","0","1","0"," 2","3"
"13749","17","male","no","0","1","0","18","0"
"13750","16","male","yes","1","1","0"," 0","1"
"13751","17","male","yes","0","1","0"," 0","2"
"13752","18","male","no","0","1","0","18","1"
"13753","18","male","no","1","1","0"," 9","3"
"13754","16","male","yes","1","1","0"," 0","1"
"13755","18","male","yes","0","1","0"," 1","2"
"13756","15","male","yes","0","1","0"," 0","2"
"13757","18","male","yes","2","1","0"," 1","3"
"13758","15","male","yes","0","1","0"," 1","1"
"13759","16","male","yes","0","1","0"," 1","1"
"13760","19","male","no","0","1","0","16","2"
"13761","19","male","no","0","1","0"," 1","1"
"13762","15","male","yes","0","1","0"," 9","1"
"13763","18","male","no","0","1","0"," 4","0"
"13764","19","male","no","0","1","0"," 6","3"
"13765","19","male","no","0","1","0","17","3"
"13766","15","male","yes","0","1","0"," 0","0"
"13767","17","male","no","0","1","1"," 1","1"
"13768","17","male","no","2","1","0"," 1","0"
"13769","17","male","no","0","1","0","18","0"
"13770","16","male","yes","0","1","0"," 0","2"
"13771","19","male","no","2","1","0"," 7","2"
"13772","18","male","no","2","1","0"," 3","1"
"13773","17","male","yes","2","1","0"," 1","3"
"13774","18","male","no","0","1","0"," 6","1"
"13775","18","male","yes","0","1","0","22","2"
"13776","18","male","no","0","1","1"," 1","2"
"13777","16","male","yes","0","1","0"," 1","1"
"13778","18","male","no","0","1","0"," 3","1"
"13779","17","male","no","0","1","0"," 1","2"
"13780","15","male","yes","0","1","0"," 0","0"
"13781","16","male","yes","0","1","0"," 0","3"
"13782","18","male","yes","0","1","0","17","3"
"13783","18","male","yes","0","1","0"," 1","2"
"13784","19","male","no","2","1","0"," 8","3"
"13785","16","male","yes","0","1","0"," 0","3"
"13786","18","male","no","0","1","0"," 1","0"
"13787","17","male","no","0","1","0"," 9","2"
"13788","17","male","yes","0","1","0"," 0","2"
"13789","19","male","yes","0","1","0"," 0","2"
"13790","18","male","yes","0","1","0","22","2"
"13791","16","male","yes","0","1","0"," 0","3"
"13792","19","male","yes","0","1","0","17","3"
"13793","18","male","no","0","1","0"," 1","3"
"13794","18","male","no","0","1","0"," 1","2"
"13795","18","male","no","2","1","0"," 2","0"
"13796","19","male","no","0","1","0"," 1","0"
"13797","19","male","no","0","1","0","17","3"
"13798","15","male","yes","1","1","0"," 0","3"
"13799","18","male","no","0","1","0"," 1","3"
"13800","17","male","yes","0","1","0"," 0","1"
"13801","16","male","yes","2","1","0"," 1","1"
"13802","19","male","no","1","1","0"," 2","3"
"13803","17","male","no","0","1","0"," 0","1"
"13804","15","male","yes","0","1","0"," 1","0"
"13805","16","male","yes","0","1","0"," 0","3"
"13806","19","male","no","0","1","0"," 8","0"
"13807","19","male","no","1","1","0"," 1","2"
"13808","18","male","no","0","1","0"," 1","0"
"13809","18","male","yes","0","1","0","17","3"
"13810","17","male","yes","1","1","0"," 0","3"
"13811","18","male","yes","0","1","0"," 1","3"
"13812","19","male","no","0","1","0"," 2","1"
"13813","19","male","no","0","1","0","16","2"
"13814","15","male","yes","0","1","0"," 9","1"
"13815","18","male","yes","0","1","0","17","0"
"13816","15","male","yes","1","1","0"," 0","3"
"13817","17","male","yes","1","1","0"," 2","2"
"13818","19","male","no","0","1","0"," 3","1"
"13819","17","male","yes","2","1","0"," 1","3"
"13820","18","male","no","0","1","0","15","3"
"13821","17","male","no","0","1","0"," 8","1"
"13822","17","male","no","0","1","0"," 1","2"
"13823","16","male","yes","0","1","0"," 0","2"
"13824","15","male","yes","0","1","0"," 9","1"
"13825","16","male","yes","0","1","0"," 0","3"
"13826","18","male","yes","1","1","0","10","2"
"13827","18","male","yes","1","1","0"," 2","3"
"13828","19","male","yes","0","1","0","17","3"
"13829","19","male","no","2","1","0"," 3","2"
"13830","17","male","no","0","1","0"," 2","2"
"13831","17","male","yes","2","1","0"," 1","2"
"13832","19","male","no","0","1","0"," 2","2"
"13833","15","male","no","0","1","0","18","1"
"13834","15","male","no","0","1","0"," 0","0"
"13835","16","male","yes","1","1","0"," 0","2"
"13836","19","male","yes","1","1","0","20","3"
"13837","18","male","no","0","1","0"," 0","3"
"13838","15","male","no","0","1","0","10","0"
"13839","19","male","no","0","1","0"," 2","2"
"13840","15","male","yes","0","1","0"," 0","2"
"13841","16","male","yes","0","1","0"," 0","2"
"13842","15","male","yes","0","1","0"," 0","3"
"13843","16","male","no","0","1","0","16","2"
"13844","17","male","yes","1","1","0"," 0","2"
"13845","15","male","no","0","1","0"," 0","1"
"13846","15","male","yes","1","1","0"," 0","2"
"13847","17","male","no","0","1","0"," 0","0"
"13848","18","male","yes","0","1","0","17","0"
"13849","18","male","yes","0","1","0"," 1","2"
"13850","19","male","no","1","1","0"," 1","2"
"13851","19","male","yes","0","1","0"," 2","3"
"13852","16","male","yes","0","1","0"," 1","3"
"13853","16","male","yes","0","1","0"," 0","0"
"13854","18","male","yes","1","1","0","10","2"
"13855","18","male","no","0","1","0"," 1","1"
"13856","16","male","yes","1","1","0"," 0","2"
"13857","18","male","yes","0","1","0"," 1","3"
"13858","18","male","no","1","1","0"," 9","3"
"13859","16","male","yes","0","1","0"," 1","2"
"13860","16","male","yes","0","1","0"," 0","3"
"13861","19","male","yes","0","1","0"," 8","2"
"13862","16","male","yes","0","1","0"," 0","2"
"13863","19","male","no","0","1","0"," 1","1"
"13864","19","male","yes","1","1","0","20","3"
"13865","18","male","no","0","1","0"," 0","0"
"13866","18","male","no","0","0","0"," 1","1"
"13867","18","male","no","0","1","0"," 1","0"
"13868","16","male","yes","0","1","0"," 0","3"
"13869","15","male","yes","0","1","0"," 0","3"
"13870","16","male","no","0","1","0","12","0"
"13871","15","male","yes","0","1","0"," 0","3"
"13872","19","male","yes","0","1","0"," 0","0"
"13873","19","male","no","0","1","1"," 1","2"
"13874","17","male","no","0","1","0"," 2","1"
"13875","16","male","no","0","1","0","18","1"
"13876","19","male","no","1","1","0"," 1","3"
"13877","17","male","yes","0","1","0"," 0","3"
"13878","19","male","no","0","0","0"," 2","0"
"13879","16","male","yes","0","1","0"," 0","0"
"13880","17","male","yes","0","1","0"," 0","2"
"13881","17","male","no","0","1","0","18","0"
"13882","17","male","yes","0","1","0"," 0","3"
"13883","19","male","yes","0","1","0","17","3"
"13884","19","male","yes","0","1","0","17","3"
"13885","17","male","yes","0","1","0"," 1","1"
"13886","19","male","yes","0","1","0","17","3"
"13887","17","male","no","0","1","0"," 2","2"
"13888","18","male","no","0","1","0","16","2"
"13889","19","male","yes","0","1","0"," 1","3"
"13890","19","male","yes","1","1","0"," 2","3"
"13891","17","male","yes","0","1","0"," 0","3"
"13892","15","male","yes","0","1","0"," 0","0"
"13893","18","male","yes","0","1","0","22","2"
"13894","18","male","no","1","1","0"," 2","1"
"13895","15","male","no","0","1","0","17","3"
"13896","18","male","no","0","1","0"," 2","1"
"13897","16","male","yes","0","1","0"," 0","3"
"13898","15","male","yes","0","1","0"," 9","1"
"13899","17","male","yes","0","1","0"," 0","2"
